BA2377D4,5073,4446,627,9065764,
BA2377D4,23597,3793,19804,9070915,
AAF98679,9514,9469,45,9127096,
AAF98679,26481,26063,418,9145434,
BA2377D4,34972,6392,28580,9178636,
AAF98679,6,5,1,9184762,
BA2377D4,32286,31129,1157,9205826,
AAF98679,20799,19994,805,9242054,
BA2377D4,10677,10556,121,9252729,
BA2377D4,17194,16186,1008,9291242,
AAF98679,18270,16562,1708,9331703,
,0,0,0,9338705,
BA2377D4,11212,9715,1497,9343856,
BA2377D4,8341,6957,1384,9355777,
BA2377D4,15804,15017,787,9359393,
BA2377D4,20767,20006,761,9368310,
AAF98679,23888,23286,602,9397920,
BA2377D4,10705,9259,1446,9426979,
BA2377D4,21118,19206,1912,9437649,
BA2377D4,21086,20803,283,9450290,
AAF98679,13247,12788,459,9456664,
BA2377D4,4586,4531,55,9487452,
BA2377D4,0,0,0,9489000,
BA2377D4,5981,5548,433,9489034,
AAF98679,0,0,0,9515420,
AAF98679,0,0,0,9515421,
AAF98679,0,0,0,9515422,
AAF98679,0,0,0,9515423,
AAF98679,0,0,0,9515424,
BA2377D4,6,6,0,9515425,
AAF98679,0,0,0,9515426,
AAF98679,0,0,0,9515427,
AAF98679,0,0,0,9515428,
AAF98679,17107,16600,507,9515476,
BA2377D4,0,1,-1,9537973,
BA2377D4,5869,5089,780,9538015,
BA2377D4,13144,12188,956,9583897,
BA2377D4,13292,13031,261,9600491,
BA2377D4,33174,30846,2328,9628562,
AAF98679,27456,25843,1613,9639441,
BA2377D4,232,169,63,9654172,
BA2377D4,26233,25155,1078,9656021,
BA2377D4,1888,1724,164,9685216,
AAF98679,4175,3994,181,9687151,
BA2377D4,11866,11129,737,9689294,
BA2377D4,192,161,31,9716193,
BA2377D4,7023,6540,483,9718777,
BA2377D4,14,13,1,9723606,
,0,0,0,9723621,
AAF98679,25349,24526,823,9726760,
BA2377D4,18,18,0,9743326,
BA2377D4,29987,29752,235,9743545,
BA2377D4,5165,5121,44,9782606,
BA2377D4,17817,17560,257,9787111,
BA2377D4,15006,14579,427,9800233,
AAF98679,10831,10748,83,9807698,
AAF98679,26623,26127,496,9882468,
BA2377D4,15183,13320,1863,9925645,
BA2377D4,20939,20822,117,9936531,
BA2377D4,9509,9460,49,9953565,
BA2377D4,5255,5244,11,9957405,
BA2377D4,23340,22859,481,9982785,
AAF98679,13311,13152,159,10016504,
,0,0,0,10020517,
BA2377D4,6091,6036,55,10046860,
BA2377D4,1943,1937,6,10054113,
BA2377D4,3215,3208,7,10057059,
3A1D73D4,0,0,0,10063475,
BA2377D4,14895,14327,568,10063508,
BA2377D4,23470,21665,1805,10103761,
BA2377D4,17822,17744,78,10116558,
,0,0,0,10124705,
AAF98679,22575,22533,42,10130530,
AAF98679,11032,11015,17,10135999,
BA2377D4,5,4,1,10148995,
BA2377D4,4,4,0,10149601,
BA2377D4,7653,7642,11,10150273,
BA2377D4,14559,13368,1191,10190255,
AAF98679,11579,11393,186,10225121,
,0,0,0,10228063,
BA2377D4,184,152,32,10236385,
BA2377D4,136,135,1,10236609,
BA2377D4,26522,26294,228,10236745,
BA2377D4,23808,22434,1374,10251846,
AAF98679,27034,26383,651,10266819,
AAF98679,17015,16820,195,10322026,
AAF98679,9004,8985,19,10403310,
AAF98679,15386,15364,22,10411750,
BA2377D4,9252,8948,304,10439689,
BA2377D4,3983,3969,14,10450849,
BA2377D4,10216,10166,50,10452619,
BA2377D4,28119,27884,235,10462113,
,0,0,0,10493727,
AAF98679,23286,22746,540,10493735,
AAF98679,22676,21889,787,10590919,
BA2377D4,7459,7108,351,10596961,
BA2377D4,0,0,0,10603349,
,0,0,0,10603391,
,0,0,0,10603400,
BA2377D4,27293,26069,1224,10604167,
BA2377D4,20878,20691,187,10678878,
BA2377D4,0,0,0,10695840,
AAF98679,26202,26153,49,10696102,
,0,0,0,10706834,
BA2377D4,27363,27080,283,10711906,
BA2377D4,1944,1572,372,10772306,
BA2377D4,19072,18102,970,10773539,
,0,0,0,10781708,
BA2377D4,6068,5099,969,10785595,
BA2377D4,0,0,0,10789972,
BA2377D4,11760,11113,647,10789989,
AAF98679,20729,20333,396,10799777,
BA2377D4,317,310,7,10816988,
BA2377D4,7781,7477,304,10817688,
BA2377D4,9658,8348,1310,10860271,
BA2377D4,2553,1892,661,10873359,
AAF98679,17211,16415,796,10884307,
BA2377D4,24520,55,24465,10922949,
AAF98679,2797,2396,401,10948406,
AAF98679,8926,8020,906,10951475,
AAF98679,3013,2862,151,10965112,
BA2377D4,16421,44,16377,10995667,
BA2377D4,22624,22168,456,11000321,
BA2377D4,20274,20033,241,11013770,
AAF98679,1213,1108,105,11029772,
BA2377D4,15394,2,15392,11064157,
AAF98679,13320,13037,283,11067179,
AAF98679,18612,18183,429,11107597,
AAF98679,3314,3308,6,11122748,
AAF98679,13700,13673,27,11124848,
BA2377D4,28558,156,28402,11168393,
BA2377D4,0,0,0,11227771,
BA2377D4,0,0,0,11227802,
,0,0,0,11227845,
BA2377D4,9948,4,9944,11227851,
,0,0,0,11228352,
AAF98679,5442,5301,141,11244947,
AAF98679,12373,12214,159,11255104,
BA2377D4,41779,26,41753,11268153,
BA2377D4,14785,3,14782,11294503,
AAF98679,12169,4,12165,11316424,
BA2377D4,0,0,0,11326993,
BA2377D4,32918,3,32915,11327033,
BA2377D4,10056,4,10052,11344105,
AAF98679,34713,1,34712,11360451,
BA2377D4,44423,4,44419,11374131,
AAF98679,22727,5,22722,11413478,
BA2377D4,0,0,0,11462029,
BA2377D4,41,0,41,11462039,
BA2377D4,40379,2,40377,11462863,
AAF98679,38163,4,38159,11506418,
BA2377D4,36963,1,36962,11532852,
BA2377D4,12428,60,12368,11561652,
BA2377D4,0,0,0,11613897,
BA2377D4,0,0,0,11613953,
BA2377D4,62043,2683,59360,11614058,
AAF98679,26202,11466,14736,11625088,
BA2377D4,23737,3,23734,11655663,
BA2377D4,4985,5,4980,11658591,
AAF98679,39304,4,39300,11691967,
BA2377D4,45731,4,45727,11710409,
BA2377D4,24683,1,24682,11728503,
BA2377D4,46092,3,46089,11778819,
AAF98679,27648,2,27646,11791904,
,0,0,0,11793848,
AAF98679,24869,19,24850,11843936,
BA2377D4,35895,486,35409,11854034,
AAF98679,29536,60,29476,11899552,
BA2377D4,6911,3,6908,11909441,
BA2377D4,43635,821,42814,11911564,
BA2377D4,38772,209,38563,11946595,
,0,0,0,11951337,
AAF98679,15227,44,15183,11951344,
BA2377D4,44925,3,44922,12082913,
AAF98679,27866,84,27782,12108780,
BA2377D4,43032,7,43025,12132689,
,0,0,0,12140328,
BA2377D4,23991,1,23990,12153290,
AAF98679,24460,5,24455,12158138,
,NaN,NaN,NaN,,
